Date,PercentOfBaseline,State
8/7/2020,100,Quebec
8/7/2020,86,Quebec
8/7/2020,76,California
8/7/2020,59,California
8/7/2020,72,Colorado
8/7/2020,76,Florida
8/7/2020,64,Georgia
8/7/2020,88,Hawaii
8/7/2020,72,Illinois
8/7/2020,62,Massachusetts
8/7/2020,50,Michigan
8/7/2020,83,North Carolina
8/7/2020,100,New Jersey
8/7/2020,33,Nevada
8/7/2020,59,New York
8/7/2020,54,New York
8/7/2020,84,Texas
8/7/2020,60,Virginia
8/7/2020,80,Washington
8/8/2020,26,New South Wales
8/8/2020,19,Santiago Province
8/8/2020,70,Alberta
8/8/2020,59,Alberta
8/8/2020,68,British Columbia
8/8/2020,75,Manitoba
8/8/2020,16,Nova Scotia
8/8/2020,47,Ontario
8/8/2020,96,Ontario
8/8/2020,77,Quebec
8/8/2020,67,Quebec
8/8/2020,66,California
8/8/2020,44,California
8/8/2020,53,Colorado
8/8/2020,51,Florida
8/8/2020,65,Georgia
8/8/2020,94,Hawaii
8/8/2020,72,Illinois
8/8/2020,63,Massachusetts
8/8/2020,47,Michigan
8/8/2020,79,North Carolina
8/8/2020,100,New Jersey
8/8/2020,29,Nevada
8/8/2020,64,New York
8/8/2020,71,New York
8/8/2020,64,Texas
8/8/2020,46,Virginia
8/8/2020,76,Washington
8/9/2020,19,New South Wales
8/9/2020,100,Alberta
8/9/2020,77,British Columbia
8/9/2020,61,Manitoba
8/9/2020,25,Nova Scotia
8/9/2020,36,Ontario
8/9/2020,55,Ontario
8/9/2020,64,Quebec
8/9/2020,61,Quebec
8/9/2020,66,California
8/9/2020,49,California
8/9/2020,49,Colorado
8/9/2020,63,Florida
8/9/2020,63,Georgia
8/9/2020,94,Hawaii
8/9/2020,61,Illinois
8/9/2020,60,Massachusetts
8/9/2020,35,Michigan
8/9/2020,78,North Carolina
8/9/2020,100,New Jersey
8/9/2020,19,Nevada
8/9/2020,58,New York
8/9/2020,80,New York
8/9/2020,65,Texas
8/9/2020,44,Virginia
8/9/2020,56,Washington
8/10/2020,19,New South Wales
8/10/2020,42,Santiago Province
8/10/2020,100,Alberta
8/10/2020,76,Alberta
8/10/2020,92,British Columbia
8/10/2020,100,Manitoba
8/10/2020,71,Nova Scotia
8/10/2020,65,Ontario
8/10/2020,100,Ontario
8/10/2020,100,Quebec
8/10/2020,86,Quebec
8/10/2020,77,California
8/10/2020,53,California
8/10/2020,64,Colorado
8/10/2020,62,Florida
8/10/2020,57,Georgia
8/10/2020,87,Hawaii
8/10/2020,72,Illinois
8/10/2020,66,Massachusetts
8/10/2020,45,Michigan
8/10/2020,96,North Carolina
8/10/2020,100,New Jersey
8/10/2020,38,Nevada
8/10/2020,66,New York
8/10/2020,58,New York
8/10/2020,80,Texas
8/10/2020,61,Virginia
8/10/2020,67,Washington
8/11/2020,20,New South Wales
8/11/2020,36,Santiago Province
8/11/2020,100,Alberta
8/11/2020,90,Alberta
8/11/2020,89,British Columbia
8/11/2020,97,Manitoba
8/11/2020,44,Nova Scotia
8/11/2020,69,Ontario
8/11/2020,100,Ontario
8/11/2020,100,Quebec
8/11/2020,85,Quebec
8/11/2020,75,California
8/11/2020,51,California
8/11/2020,66,Colorado
8/11/2020,79,Florida
8/11/2020,65,Georgia
8/11/2020,95,Hawaii
8/11/2020,77,Illinois
8/11/2020,63,Massachusetts
8/11/2020,47,Michigan
8/11/2020,85,North Carolina
8/11/2020,100,New Jersey
8/11/2020,55,Nevada
8/11/2020,67,New York
8/11/2020,65,New York
8/11/2020,80,Texas
8/11/2020,64,Virginia
8/11/2020,66,Washington
8/12/2020,19,New South Wales
8/12/2020,31,Santiago Province
8/12/2020,90,Alberta
8/12/2020,100,Alberta
8/12/2020,85,British Columbia
8/12/2020,95,Manitoba
8/12/2020,52,Nova Scotia
8/12/2020,67,Ontario
8/12/2020,100,Ontario
8/12/2020,100,Quebec
8/12/2020,86,Quebec
8/12/2020,71,California
8/12/2020,53,California
8/12/2020,67,Colorado
8/12/2020,75,Florida
8/12/2020,68,Georgia
8/12/2020,83,Hawaii
8/12/2020,81,Illinois
8/12/2020,75,Massachusetts
8/12/2020,42,Michigan
8/12/2020,94,North Carolina
8/12/2020,100,New Jersey
8/12/2020,27,Nevada
8/12/2020,75,New York
8/12/2020,58,New York
8/12/2020,84,Texas
8/12/2020,59,Virginia
8/12/2020,77,Washington
8/13/2020,14,New South Wales
8/13/2020,31,Santiago Province
8/13/2020,90,Alberta
8/13/2020,78,Alberta
8/13/2020,87,British Columbia
8/13/2020,89,Manitoba
8/13/2020,46,Nova Scotia
8/13/2020,68,Ontario
8/13/2020,100,Ontario
8/13/2020,100,Quebec
8/13/2020,80,Quebec
8/13/2020,78,California
8/13/2020,50,California
8/13/2020,64,Colorado
8/13/2020,70,Florida
8/13/2020,75,Georgia
8/13/2020,85,Hawaii
8/13/2020,81,Illinois
8/13/2020,62,Massachusetts
8/13/2020,55,Michigan
8/13/2020,91,North Carolina
8/13/2020,100,New Jersey
8/13/2020,33,Nevada
8/13/2020,58,New York
8/13/2020,59,New York
8/13/2020,77,Texas
8/13/2020,57,Virginia
8/13/2020,66,Washington
8/14/2020,26,New South Wales
8/14/2020,38,Santiago Province
8/14/2020,91,Alberta
8/14/2020,77,Alberta
8/14/2020,84,British Columbia
8/14/2020,96,Manitoba
8/14/2020,52,Nova Scotia
8/14/2020,66,Ontario
8/14/2020,100,Ontario
8/14/2020,99,Quebec
8/14/2020,80,Quebec
8/14/2020,76,California
8/14/2020,57,California
8/14/2020,71,Colorado
8/14/2020,73,Florida
8/14/2020,65,Georgia
8/14/2020,85,Hawaii
8/14/2020,77,Illinois
8/14/2020,68,Massachusetts
8/14/2020,43,Michigan
8/14/2020,90,North Carolina
8/14/2020,100,New Jersey
8/14/2020,36,Nevada
8/14/2020,59,New York
8/14/2020,54,New York
8/14/2020,88,Texas
8/14/2020,52,Virginia
8/14/2020,69,Washington
8/15/2020,16,New South Wales
8/15/2020,18,Santiago Province
8/15/2020,81,Alberta
8/15/2020,92,Alberta
8/15/2020,69,British Columbia
8/15/2020,72,Manitoba
8/15/2020,25,Nova Scotia
8/15/2020,35,Ontario
8/15/2020,94,Ontario
8/15/2020,77,Quebec
8/15/2020,64,Quebec
8/15/2020,69,California
8/15/2020,49,California
8/15/2020,57,Colorado
8/15/2020,44,Florida
8/15/2020,68,Georgia
8/15/2020,89,Hawaii
8/15/2020,68,Illinois
8/15/2020,57,Massachusetts
8/15/2020,52,Michigan
8/15/2020,87,North Carolina
8/15/2020,100,New Jersey
8/15/2020,35,Nevada
8/15/2020,59,New York
8/15/2020,64,New York
8/15/2020,67,Texas
8/15/2020,43,Virginia
8/15/2020,58,Washington
8/16/2020,13,New South Wales
8/16/2020,91,Alberta
8/16/2020,100,Alberta
8/16/2020,55,British Columbia
8/16/2020,95,Manitoba
8/16/2020,38,Ontario
8/16/2020,63,Ontario
8/16/2020,84,Quebec
8/16/2020,61,Quebec
8/16/2020,63,California
8/16/2020,45,California
8/16/2020,58,Colorado
8/16/2020,60,Florida
8/16/2020,56,Georgia
8/16/2020,87,Hawaii
8/16/2020,68,Illinois
8/16/2020,62,Massachusetts
8/16/2020,40,Michigan
8/16/2020,82,North Carolina
8/16/2020,100,New Jersey
8/16/2020,36,Nevada
8/16/2020,53,New York
8/16/2020,84,New York
8/16/2020,65,Texas
8/16/2020,54,Virginia
8/16/2020,53,Washington
8/17/2020,0,Quebec
8/17/2020,1,California
8/17/2020,0,Georgia
8/17/2020,0,New York
8/17/2020,0,Texas
8/18/2020,21,New South Wales
8/18/2020,40,Santiago Province
8/18/2020,100,Alberta
8/18/2020,100,Alberta
8/18/2020,85,British Columbia
8/18/2020,97,Manitoba
8/18/2020,41,Nova Scotia
8/18/2020,70,Ontario
8/18/2020,100,Ontario
8/18/2020,100,Quebec
8/18/2020,84,Quebec
8/18/2020,75,California
8/18/2020,52,California
8/18/2020,72,Colorado
8/18/2020,73,Florida
8/18/2020,63,Georgia
8/18/2020,99,Hawaii
8/18/2020,79,Illinois
8/18/2020,67,Massachusetts
8/18/2020,57,Michigan
8/18/2020,95,North Carolina
8/18/2020,100,New Jersey
8/18/2020,44,Nevada
8/18/2020,74,New York
8/18/2020,58,New York
8/18/2020,85,Texas
8/18/2020,61,Virginia
8/18/2020,64,Washington
8/19/2020,20,New South Wales
8/19/2020,48,Santiago Province
8/19/2020,98,Alberta
8/19/2020,100,Alberta
8/19/2020,88,British Columbia
8/19/2020,100,Manitoba
8/19/2020,50,Nova Scotia
8/19/2020,65,Ontario
8/19/2020,100,Ontario
8/19/2020,100,Quebec
8/19/2020,85,Quebec
8/19/2020,73,California
8/19/2020,48,California
8/19/2020,71,Colorado
8/19/2020,71,Florida
8/19/2020,69,Georgia
8/19/2020,95,Hawaii
8/19/2020,77,Illinois
8/19/2020,70,Massachusetts
8/19/2020,49,Michigan
8/19/2020,94,North Carolina
8/19/2020,100,New Jersey
8/19/2020,47,Nevada
8/19/2020,78,New York
8/19/2020,61,New York
8/19/2020,87,Texas
8/19/2020,67,Virginia
8/19/2020,73,Washington
8/20/2020,13,New South Wales
8/20/2020,32,Santiago Province
8/20/2020,90,Alberta
8/20/2020,94,Alberta
8/20/2020,89,British Columbia
8/20/2020,92,Manitoba
8/20/2020,54,Nova Scotia
8/20/2020,75,Ontario
8/20/2020,100,Ontario
8/20/2020,100,Quebec
8/20/2020,80,Quebec
8/20/2020,80,California
8/20/2020,47,California
8/20/2020,71,Colorado
8/20/2020,70,Florida
8/20/2020,71,Georgia
8/20/2020,88,Hawaii
8/20/2020,81,Illinois
8/20/2020,61,Massachusetts
8/20/2020,48,Michigan
8/20/2020,89,North Carolina
8/20/2020,100,New Jersey
8/20/2020,38,Nevada
8/20/2020,87,New York
8/20/2020,64,New York
8/20/2020,81,Texas
8/20/2020,69,Virginia
8/20/2020,68,Washington
8/21/2020,17,New South Wales
8/21/2020,35,Santiago Province
8/21/2020,92,Alberta
8/21/2020,65,Alberta
8/21/2020,84,British Columbia
8/21/2020,91,Manitoba
8/21/2020,58,Nova Scotia
8/21/2020,60,Ontario
8/21/2020,100,Ontario
8/21/2020,100,Quebec
8/21/2020,83,Quebec
8/21/2020,77,California
8/21/2020,48,California
8/21/2020,81,Colorado
8/21/2020,75,Florida
8/21/2020,68,Georgia
8/21/2020,68,Hawaii
8/21/2020,77,Illinois
8/21/2020,66,Massachusetts
8/21/2020,49,Michigan
8/21/2020,87,North Carolina
8/21/2020,100,New Jersey
8/21/2020,42,Nevada
8/21/2020,82,New York
8/21/2020,56,New York
8/21/2020,76,Texas
8/21/2020,58,Virginia
8/21/2020,67,Washington
8/22/2020,27,New South Wales
8/22/2020,33,Santiago Province
8/22/2020,89,Alberta
8/22/2020,69,British Columbia
8/22/2020,78,Manitoba
8/22/2020,64,Nova Scotia
8/22/2020,35,Ontario
8/22/2020,85,Ontario
8/22/2020,77,Quebec
8/22/2020,68,Quebec
8/22/2020,67,California
8/22/2020,41,California
8/22/2020,56,Colorado
8/22/2020,45,Florida
8/22/2020,73,Georgia
8/22/2020,80,Hawaii
8/22/2020,72,Illinois
8/22/2020,69,Massachusetts
8/22/2020,48,Michigan
8/22/2020,72,North Carolina
8/22/2020,100,New Jersey
8/22/2020,34,Nevada
8/22/2020,55,New York
8/22/2020,66,New York
8/22/2020,76,Texas
8/22/2020,62,Virginia
8/22/2020,55,Washington
8/23/2020,9,New South Wales
8/23/2020,22,Santiago Province
8/23/2020,100,Alberta
8/23/2020,56,British Columbia
8/23/2020,85,Manitoba
8/23/2020,100,Nova Scotia
8/23/2020,39,Ontario
8/23/2020,60,Ontario
8/23/2020,60,Quebec
8/23/2020,85,Quebec
8/23/2020,69,California
8/23/2020,55,California
8/23/2020,49,Colorado
8/23/2020,78,Florida
8/23/2020,62,Georgia
8/23/2020,81,Hawaii
8/23/2020,75,Illinois
8/23/2020,73,Massachusetts
8/23/2020,43,Michigan
8/23/2020,91,North Carolina
8/23/2020,100,New Jersey
8/23/2020,44,Nevada
8/23/2020,74,New York
8/23/2020,81,New York
8/23/2020,67,Texas
8/23/2020,52,Virginia
8/23/2020,64,Washington
8/24/2020,11,New South Wales
8/24/2020,46,Santiago Province
8/24/2020,100,Alberta
8/24/2020,57,Alberta
8/24/2020,88,British Columbia
8/24/2020,100,Manitoba
8/24/2020,66,Nova Scotia
8/24/2020,75,Ontario
8/24/2020,100,Ontario
8/24/2020,100,Quebec
8/24/2020,85,Quebec
8/24/2020,80,California
8/24/2020,50,California
8/24/2020,64,Colorado
8/24/2020,72,Florida
8/24/2020,66,Georgia
8/24/2020,100,Hawaii
8/24/2020,82,Illinois
8/24/2020,67,Massachusetts
8/24/2020,42,Michigan
8/24/2020,87,North Carolina
8/24/2020,100,New Jersey
8/24/2020,41,Nevada
8/24/2020,93,New York
8/24/2020,56,New York
8/24/2020,82,Texas
8/24/2020,69,Virginia
8/24/2020,58,Washington
8/25/2020,12,New South Wales
8/25/2020,37,Santiago Province
8/25/2020,100,Alberta
8/25/2020,81,Alberta
8/25/2020,87,British Columbia
8/25/2020,100,Manitoba
8/25/2020,55,Nova Scotia
8/25/2020,71,Ontario
8/25/2020,100,Ontario
8/25/2020,100,Quebec
8/25/2020,86,Quebec
8/25/2020,76,California
8/25/2020,58,California
8/25/2020,71,Colorado
8/25/2020,81,Florida
8/25/2020,66,Georgia
8/25/2020,89,Hawaii
8/25/2020,75,Illinois
8/25/2020,65,Massachusetts
8/25/2020,56,Michigan
8/25/2020,100,North Carolina
8/25/2020,100,New Jersey
8/25/2020,56,Nevada
8/25/2020,67,New York
8/25/2020,60,New York
8/25/2020,83,Texas
8/25/2020,68,Virginia
8/25/2020,69,Washington
8/26/2020,11,New South Wales
8/26/2020,36,Santiago Province
8/26/2020,100,Alberta
8/26/2020,77,Alberta
8/26/2020,87,British Columbia
8/26/2020,92,Manitoba
8/26/2020,49,Nova Scotia
8/26/2020,72,Ontario
8/26/2020,100,Ontario
8/26/2020,100,Quebec
8/26/2020,78,Quebec
8/26/2020,78,California
8/26/2020,55,California
8/26/2020,68,Colorado
8/26/2020,76,Florida
8/26/2020,63,Georgia
8/26/2020,100,Hawaii
8/26/2020,83,Illinois
8/26/2020,76,Massachusetts
8/26/2020,50,Michigan
8/26/2020,94,North Carolina
8/26/2020,100,New Jersey
8/26/2020,63,Nevada
8/26/2020,70,New York
8/26/2020,58,New York
8/26/2020,92,Texas
8/26/2020,67,Virginia
8/26/2020,85,Washington
8/27/2020,17,New South Wales
8/27/2020,42,Santiago Province
8/27/2020,96,Alberta
8/27/2020,57,Alberta
8/27/2020,86,British Columbia
8/27/2020,90,Manitoba
8/27/2020,43,Nova Scotia
8/27/2020,72,Ontario
8/27/2020,100,Ontario
8/27/2020,100,Quebec
8/27/2020,88,Quebec
8/27/2020,80,California
8/27/2020,50,California
8/27/2020,65,Colorado
8/27/2020,78,Florida
8/27/2020,69,Georgia
8/27/2020,95,Hawaii
8/27/2020,79,Illinois
8/27/2020,61,Massachusetts
8/27/2020,55,Michigan
8/27/2020,100,North Carolina
8/27/2020,100,New Jersey
8/27/2020,59,Nevada
8/27/2020,75,New York
8/27/2020,58,New York
8/27/2020,81,Texas
8/27/2020,65,Virginia
8/27/2020,77,Washington
8/28/2020,22,New South Wales
8/28/2020,33,Santiago Province
8/28/2020,100,Alberta
8/28/2020,86,Alberta
8/28/2020,83,British Columbia
8/28/2020,92,Manitoba
8/28/2020,55,Nova Scotia
8/28/2020,71,Ontario
8/28/2020,100,Ontario
8/28/2020,100,Quebec
8/28/2020,84,Quebec
8/28/2020,79,California
8/28/2020,54,California
8/28/2020,77,Colorado
8/28/2020,85,Florida
8/28/2020,67,Georgia
8/28/2020,83,Hawaii
8/28/2020,80,Illinois
8/28/2020,65,Massachusetts
8/28/2020,51,Michigan
8/28/2020,79,North Carolina
8/28/2020,100,New Jersey
8/28/2020,48,Nevada
8/28/2020,57,New York
8/28/2020,55,New York
8/28/2020,95,Texas
8/28/2020,65,Virginia
8/28/2020,68,Washington
8/29/2020,20,Santiago Province
8/29/2020,87,Alberta
8/29/2020,33,Alberta
8/29/2020,70,British Columbia
8/29/2020,91,Manitoba
8/29/2020,23,Nova Scotia
8/29/2020,46,Ontario
8/29/2020,100,Ontario
8/29/2020,72,Quebec
8/29/2020,66,Quebec
8/29/2020,80,California
8/29/2020,44,California
8/29/2020,55,Colorado
8/29/2020,67,Florida
8/29/2020,74,Georgia
8/29/2020,90,Hawaii
8/29/2020,74,Illinois
8/29/2020,64,Massachusetts
8/29/2020,42,Michigan
8/29/2020,67,North Carolina
8/29/2020,100,New Jersey
8/29/2020,32,Nevada
8/29/2020,61,New York
8/29/2020,68,New York
8/29/2020,84,Texas
8/29/2020,54,Virginia
8/29/2020,65,Washington
8/30/2020,10,New South Wales
8/30/2020,100,Alberta
8/30/2020,71,Alberta
8/30/2020,60,British Columbia
8/30/2020,59,Manitoba
8/30/2020,19,Nova Scotia
8/30/2020,35,Ontario
8/30/2020,86,Ontario
8/30/2020,88,Quebec
8/30/2020,66,Quebec
8/30/2020,66,California
8/30/2020,44,California
8/30/2020,54,Colorado
8/30/2020,64,Florida
8/30/2020,62,Georgia
8/30/2020,88,Hawaii
8/30/2020,62,Illinois
8/30/2020,75,Massachusetts
8/30/2020,32,Michigan
8/30/2020,67,North Carolina
8/30/2020,100,New Jersey
8/30/2020,44,Nevada
8/30/2020,66,New York
8/30/2020,87,New York
8/30/2020,75,Texas
8/30/2020,41,Virginia
8/30/2020,68,Washington
8/31/2020,18,New South Wales
8/31/2020,45,Santiago Province
8/31/2020,100,Alberta
8/31/2020,91,Alberta
8/31/2020,84,British Columbia
8/31/2020,100,Manitoba
8/31/2020,66,Nova Scotia
8/31/2020,73,Ontario
8/31/2020,100,Ontario
8/31/2020,100,Quebec
8/31/2020,87,Quebec
8/31/2020,80,California
8/31/2020,53,California
8/31/2020,67,Colorado
8/31/2020,69,Florida
8/31/2020,62,Georgia
8/31/2020,83,Hawaii
8/31/2020,73,Illinois
8/31/2020,61,Massachusetts
8/31/2020,41,Michigan
8/31/2020,90,North Carolina
8/31/2020,100,New Jersey
8/31/2020,38,Nevada
8/31/2020,67,New York
8/31/2020,56,New York
8/31/2020,90,Texas
8/31/2020,65,Virginia
8/31/2020,60,Washington
9/1/2020,15,New South Wales
9/1/2020,47,Santiago Province
9/1/2020,97,Alberta
9/1/2020,38,Alberta
9/1/2020,89,British Columbia
9/1/2020,100,Manitoba
9/1/2020,53,Nova Scotia
9/1/2020,65,Ontario
9/1/2020,100,Ontario
9/1/2020,100,Quebec
9/1/2020,84,Quebec
9/1/2020,82,California
9/1/2020,80,California
9/1/2020,68,Colorado
9/1/2020,79,Florida
9/1/2020,71,Georgia
9/1/2020,79,Hawaii
9/1/2020,71,Illinois
9/1/2020,69,Massachusetts
9/1/2020,52,Michigan
9/1/2020,100,North Carolina
9/1/2020,100,New Jersey
9/1/2020,55,Nevada
9/1/2020,58,New York
9/1/2020,59,New York
9/1/2020,82,Texas
9/1/2020,72,Virginia
9/1/2020,65,Washington
9/2/2020,18,New South Wales
9/2/2020,40,Santiago Province
9/2/2020,92,Alberta
9/2/2020,100,Alberta
9/2/2020,87,British Columbia
9/2/2020,94,Manitoba
9/2/2020,55,Nova Scotia
9/2/2020,74,Ontario
9/2/2020,100,Ontario
9/2/2020,100,Quebec
9/2/2020,85,Quebec
9/2/2020,75,California
9/2/2020,56,California
9/2/2020,69,Colorado
9/2/2020,76,Florida
9/2/2020,67,Georgia
9/2/2020,82,Hawaii
9/2/2020,73,Illinois
9/2/2020,75,Massachusetts
9/2/2020,54,Michigan
9/2/2020,99,North Carolina
9/2/2020,100,New Jersey
9/2/2020,60,Nevada
9/2/2020,57,New York
9/2/2020,61,New York
9/2/2020,82,Texas
9/2/2020,59,Virginia
9/2/2020,72,Washington
9/3/2020,12,New South Wales
9/3/2020,33,Santiago Province
9/3/2020,97,Alberta
9/3/2020,87,Alberta
9/3/2020,91,British Columbia
9/3/2020,90,Manitoba
9/3/2020,51,Nova Scotia
9/3/2020,78,Ontario
9/3/2020,100,Ontario
9/3/2020,100,Quebec
9/3/2020,87,Quebec
9/3/2020,80,California
9/3/2020,60,California
9/3/2020,80,Colorado
9/3/2020,79,Florida
9/3/2020,68,Georgia
9/3/2020,93,Hawaii
9/3/2020,72,Illinois
9/3/2020,58,Massachusetts
9/3/2020,53,Michigan
9/3/2020,100,North Carolina
9/3/2020,100,New Jersey
9/3/2020,63,Nevada
9/3/2020,61,New York
9/3/2020,59,New York
9/3/2020,85,Texas
9/3/2020,60,Virginia
9/3/2020,71,Washington
9/4/2020,15,New South Wales
9/4/2020,32,Santiago Province
9/4/2020,96,Alberta
9/4/2020,84,Alberta
9/4/2020,84,British Columbia
9/4/2020,94,Manitoba
9/4/2020,50,Nova Scotia
9/4/2020,72,Ontario
9/4/2020,100,Ontario
9/4/2020,100,Quebec
9/4/2020,86,Quebec
9/4/2020,79,California
9/4/2020,73,California
9/4/2020,78,Colorado
9/4/2020,72,Florida
9/4/2020,67,Georgia
9/4/2020,73,Hawaii
9/4/2020,67,Illinois
9/4/2020,64,Massachusetts
9/4/2020,60,Michigan
9/4/2020,94,North Carolina
9/4/2020,100,New Jersey
9/4/2020,53,Nevada
9/4/2020,60,New York
9/4/2020,53,New York
9/4/2020,80,Texas
9/4/2020,47,Virginia
9/4/2020,65,Washington
9/5/2020,27,New South Wales
9/5/2020,25,Santiago Province
9/5/2020,67,Alberta
9/5/2020,33,Alberta
9/5/2020,75,British Columbia
9/5/2020,74,Manitoba
9/5/2020,27,Nova Scotia
9/5/2020,44,Ontario
9/5/2020,85,Ontario
9/5/2020,84,Quebec
9/5/2020,74,Quebec
9/5/2020,74,California
9/5/2020,47,California
9/5/2020,48,Colorado
9/5/2020,49,Florida
9/5/2020,68,Georgia
9/5/2020,83,Hawaii
9/5/2020,71,Illinois
9/5/2020,59,Massachusetts
9/5/2020,42,Michigan
9/5/2020,100,North Carolina
9/5/2020,91,New Jersey
9/5/2020,43,Nevada
9/5/2020,60,New York
9/5/2020,65,New York
9/5/2020,81,Texas
9/5/2020,38,Virginia
9/5/2020,61,Washington
9/6/2020,9,New South Wales
9/6/2020,20,Santiago Province
9/6/2020,76,Alberta
9/6/2020,91,Alberta
9/6/2020,45,British Columbia
9/6/2020,50,Manitoba
9/6/2020,31,Ontario
9/6/2020,68,Ontario
9/6/2020,100,Quebec
9/6/2020,50,Quebec
9/6/2020,66,California
9/6/2020,40,California
9/6/2020,43,Colorado
9/6/2020,62,Florida
9/6/2020,61,Georgia
9/6/2020,97,Hawaii
9/6/2020,51,Illinois
9/6/2020,58,Massachusetts
9/6/2020,39,Michigan
9/6/2020,92,North Carolina
9/6/2020,100,New Jersey
9/6/2020,36,Nevada
9/6/2020,65,New York
9/6/2020,78,New York
9/6/2020,71,Texas
9/6/2020,46,Virginia
9/6/2020,47,Washington
9/7/2020,11,New South Wales
9/7/2020,42,Santiago Province
9/7/2020,21,Alberta
9/7/2020,11,Alberta
9/7/2020,20,British Columbia
9/7/2020,8,Manitoba
9/7/2020,12,Nova Scotia
9/7/2020,16,Ontario
9/7/2020,14,Ontario
9/7/2020,11,Quebec
9/7/2020,13,Quebec
9/7/2020,44,California
9/7/2020,19,California
9/7/2020,32,Colorado
9/7/2020,31,Florida
9/7/2020,34,Georgia
9/7/2020,50,Hawaii
9/7/2020,21,Illinois
9/7/2020,44,Massachusetts
9/7/2020,32,Michigan
9/7/2020,34,North Carolina
9/7/2020,56,New Jersey
9/7/2020,22,Nevada
9/7/2020,31,New York
9/7/2020,28,New York
9/7/2020,26,Texas
9/7/2020,17,Virginia
9/7/2020,31,Washington
9/8/2020,12,New South Wales
9/8/2020,47,Santiago Province
9/8/2020,93,Alberta
9/8/2020,77,Alberta
9/8/2020,72,British Columbia
9/8/2020,86,Manitoba
9/8/2020,48,Nova Scotia
9/8/2020,70,Ontario
9/8/2020,81,Ontario
9/8/2020,99,Quebec
9/8/2020,68,Quebec
9/8/2020,67,California
9/8/2020,64,California
9/8/2020,64,Colorado
9/8/2020,70,Florida
9/8/2020,61,Georgia
9/8/2020,65,Hawaii
9/8/2020,62,Illinois
9/8/2020,64,Massachusetts
9/8/2020,48,Michigan
9/8/2020,100,North Carolina
9/8/2020,92,New Jersey
9/8/2020,64,Nevada
9/8/2020,60,New York
9/8/2020,53,New York
9/8/2020,79,Texas
9/8/2020,61,Virginia
9/8/2020,54,Washington
9/9/2020,16,New South Wales
9/9/2020,35,Santiago Province
9/9/2020,93,Alberta
9/9/2020,91,Alberta
9/9/2020,87,British Columbia
9/9/2020,100,Manitoba
9/9/2020,67,Nova Scotia
9/9/2020,75,Ontario
9/9/2020,100,Ontario
9/9/2020,100,Quebec
9/9/2020,86,Quebec
9/9/2020,76,California
9/9/2020,62,California
9/9/2020,68,Colorado
9/9/2020,70,Florida
9/9/2020,64,Georgia
9/9/2020,83,Hawaii
9/9/2020,81,Illinois
9/9/2020,66,Massachusetts
9/9/2020,54,Michigan
9/9/2020,100,North Carolina
9/9/2020,100,New Jersey
9/9/2020,59,Nevada
9/9/2020,63,New York
9/9/2020,60,New York
9/9/2020,96,Texas
9/9/2020,62,Virginia
9/9/2020,74,Washington
9/10/2020,16,New South Wales
9/10/2020,40,Santiago Province
9/10/2020,100,Alberta
9/10/2020,71,Alberta
9/10/2020,87,British Columbia
9/10/2020,100,Manitoba
9/10/2020,59,Nova Scotia
9/10/2020,74,Ontario
9/10/2020,100,Ontario
9/10/2020,100,Quebec
9/10/2020,85,Quebec
9/10/2020,80,California
9/10/2020,61,California
9/10/2020,68,Colorado
9/10/2020,67,Florida
9/10/2020,70,Georgia
9/10/2020,87,Hawaii
9/10/2020,70,Illinois
9/10/2020,58,Massachusetts
9/10/2020,58,Michigan
9/10/2020,100,North Carolina
9/10/2020,100,New Jersey
9/10/2020,66,Nevada
9/10/2020,61,New York
9/10/2020,58,New York
9/10/2020,90,Texas
9/10/2020,57,Virginia
9/10/2020,76,Washington
9/11/2020,17,New South Wales
9/11/2020,49,Santiago Province
9/11/2020,100,Alberta
9/11/2020,58,Alberta
9/11/2020,89,British Columbia
9/11/2020,100,Manitoba
9/11/2020,88,Nova Scotia
9/11/2020,69,Ontario
9/11/2020,100,Ontario
9/11/2020,100,Quebec
9/11/2020,91,Quebec
9/11/2020,79,California
9/11/2020,57,California
9/11/2020,79,Colorado
9/11/2020,73,Florida
9/11/2020,59,Georgia
9/11/2020,83,Hawaii
9/11/2020,69,Illinois
9/11/2020,65,Massachusetts
9/11/2020,58,Michigan
9/11/2020,100,North Carolina
9/11/2020,100,New Jersey
9/11/2020,59,Nevada
9/11/2020,56,New York
9/11/2020,55,New York
9/11/2020,90,Texas
9/11/2020,67,Virginia
9/11/2020,69,Washington
9/12/2020,29,New South Wales
9/12/2020,31,Santiago Province
9/12/2020,90,Alberta
9/12/2020,78,British Columbia
9/12/2020,72,Manitoba
9/12/2020,38,Nova Scotia
9/12/2020,36,Ontario
9/12/2020,100,Ontario
9/12/2020,100,Quebec
9/12/2020,75,Quebec
9/12/2020,77,California
9/12/2020,46,California
9/12/2020,59,Colorado
9/12/2020,48,Florida
9/12/2020,62,Georgia
9/12/2020,83,Hawaii
9/12/2020,68,Illinois
9/12/2020,61,Massachusetts
9/12/2020,65,Michigan
9/12/2020,81,North Carolina
9/12/2020,100,New Jersey
9/12/2020,51,Nevada
9/12/2020,75,New York
9/12/2020,66,New York
9/12/2020,84,Texas
9/12/2020,46,Virginia
9/12/2020,68,Washington
9/13/2020,10,New South Wales
9/13/2020,25,Santiago Province
9/13/2020,100,Alberta
9/13/2020,91,Alberta
9/13/2020,63,British Columbia
9/13/2020,67,Manitoba
